order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Delivery,Cash,June,Friday,10,No Discount,144463
Dine-in,Credit Card,June,Friday,22,High Discount,144592
Dine-in,Cash,June,Friday,20,No Discount,144674
Takeaway,Credit Card,June,Friday,16,Low Discount,145433
Takeaway,Credit Card,June,Friday,19,No Discount,146406
Dine-in,Wallet,June,Friday,21,No Discount,146421
Takeaway,Credit Card,June,Friday,16,Low Discount,146471
Delivery,Credit Card,June,Friday,14,High Discount,147100
Delivery,Wallet,June,Friday,17,No Discount,147107
Takeaway,Cash,June,Friday,15,No Discount,147116
Delivery,Wallet,June,Friday,20,Medium Discount,147494
Dine-in,UPI,June,Friday,22,High Discount,147840
Dine-in,Wallet,June,Friday,13,Low Discount,148099
Dine-in,UPI,June,Friday,10,Medium Discount,148501
Delivery,Debit Card,June,Friday,15,High Discount,148502
Takeaway,Cash,June,Friday,20,No Discount,148722
Dine-in,Cash,June,Friday,16,No Discount,148979
Dine-in,UPI,June,Friday,15,Low Discount,149880
Takeaway,Credit Card,July,Sunday,18,Low Discount,100360
Dine-in,Debit Card,July,Sunday,21,High Discount,100392
Dine-in,UPI,July,Sunday,17,High Discount,100446
Dine-in,Wallet,July,Sunday,18,No Discount,100539
Delivery,UPI,July,Sunday,20,Low Discount,100814
Delivery,UPI,July,Sunday,20,High Discount,100916
Takeaway,Credit Card,July,Sunday,21,No Discount,101466
Takeaway,Credit Card,July,Sunday,13,Low Discount,101516
Dine-in,Wallet,July,Sunday,11,High Discount,101570
Delivery,Cash,July,Sunday,21,No Discount,102436
Takeaway,Cash,July,Sunday,18,High Discount,102936
Dine-in,Cash,July,Sunday,14,Medium Discount,102955
Takeaway,UPI,July,Sunday,17,High Discount,103501
Takeaway,Credit Card,July,Sunday,20,High Discount,103544
Dine-in,Cash,July,Sunday,19,No Discount,103791
Dine-in,Debit Card,July,Sunday,16,Medium Discount,103865
Takeaway,Cash,July,Sunday,20,Low Discount,104005
Delivery,UPI,July,Sunday,21,Medium Discount,104074
Dine-in,Debit Card,July,Sunday,14,Low Discount,104304
Delivery,Credit Card,July,Sunday,15,Low Discount,104334
Delivery,Credit Card,July,Sunday,12,Low Discount,104562
Delivery,Cash,July,Sunday,14,No Discount,105086
Delivery,Wallet,July,Sunday,20,High Discount,105204
Takeaway,Cash,July,Sunday,17,Medium Discount,105527
Dine-in,Wallet,July,Sunday,22,No Discount,105905
Dine-in,Debit Card,July,Sunday,14,Low Discount,105994
Dine-in,Debit Card,July,Sunday,10,No Discount,108012
Dine-in,UPI,July,Sunday,16,No Discount,108417
Dine-in,Debit Card,July,Sunday,16,Low Discount,108448
Dine-in,Debit Card,July,Sunday,20,Medium Discount,108478
Delivery,Debit Card,July,Sunday,11,Medium Discount,109297
Dine-in,Credit Card,July,Sunday,17,High Discount,109353
Takeaway,Wallet,July,Sunday,15,High Discount,109668
Takeaway,Credit Card,July,Sunday,11,No Discount,110428
Takeaway,Cash,July,Sunday,17,No Discount,111219
Dine-in,UPI,July,Sunday,13,No Discount,111347
Delivery,UPI,July,Sunday,11,Low Discount,111524
Dine-in,UPI,July,Sunday,12,Low Discount,112218
Dine-in,Cash,July,Sunday,11,No Discount,112227
Dine-in,Credit Card,July,Sunday,19,No Discount,112277
Dine-in,UPI,July,Sunday,14,No Discount,112809
Dine-in,Cash,July,Sunday,22,High Discount,112920
Takeaway,Credit Card,July,Sunday,16,High Discount,113081
Dine-in,UPI,July,Sunday,19,No Discount,113526
Dine-in,Cash,July,Sunday,15,Medium Discount,113565
Takeaway,Debit Card,July,Sunday,19,High Discount,114193
Takeaway,Wallet,July,Sunday,10,Low Discount,114205
Dine-in,Debit Card,July,Sunday,13,Low Discount,114240
Delivery,Credit Card,July,Sunday,22,Medium Discount,115094
Delivery,Credit Card,July,Sunday,14,No Discount,116422
Takeaway,Debit Card,July,Sunday,15,No Discount,116868
Dine-in,Credit Card,July,Sunday,11,No Discount,117232
Delivery,Credit Card,July,Sunday,17,No Discount,117680
Takeaway,UPI,July,Sunday,20,Low Discount,118043
Takeaway,Debit Card,July,Sunday,17,Medium Discount,118171
Delivery,Credit Card,July,Sunday,13,Medium Discount,118371
Dine-in,UPI,July,Sunday,12,No Discount,118536
Takeaway,UPI,July,Sunday,20,Medium Discount,119036
Takeaway,Wallet,July,Sunday,13,Low Discount,119138
Delivery,Debit Card,July,Sunday,12,Medium Discount,119425
Takeaway,Wallet,July,Sunday,15,Medium Discount,119758
Delivery,Debit Card,July,Sunday,16,Medium Discount,120092
Delivery,Debit Card,July,Sunday,13,Low Discount,120094
Dine-in,Cash,July,Sunday,14,Low Discount,120456
Takeaway,Cash,July,Sunday,15,Low Discount,121155
Takeaway,Debit Card,July,Sunday,18,Low Discount,121629
Dine-in,Credit Card,July,Sunday,17,Low Discount,121700
Delivery,UPI,July,Sunday,11,No Discount,121854
Takeaway,Credit Card,July,Sunday,14,Medium Discount,121879
Dine-in,Cash,July,Sunday,20,Low Discount,122383
Delivery,Debit Card,July,Sunday,22,Low Discount,122556
Takeaway,Wallet,July,Sunday,14,No Discount,122900
Takeaway,Debit Card,July,Sunday,13,No Discount,123263
Delivery,Debit Card,July,Sunday,18,No Discount,123418
Delivery,Cash,July,Sunday,11,Low Discount,123530
Takeaway,Wallet,July,Sunday,19,Low Discount,123879
Takeaway,Debit Card,July,Sunday,19,No Discount,126188
Dine-in,Wallet,July,Sunday,10,No Discount,126287
Delivery,Debit Card,July,Sunday,10,High Discount,126337
Takeaway,Credit Card,July,Sunday,19,No Discount,126761
Delivery,Cash,July,Sunday,13,No Discount,128483
Takeaway,Cash,July,Sunday,16,No Discount,130468
Delivery,Credit Card,July,Sunday,14,High Discount,131422
Dine-in,Cash,July,Sunday,11,No Discount,131639
Takeaway,Cash,July,Sunday,20,Medium Discount,131751
Dine-in,Debit Card,July,Sunday,20,High Discount,132036
Dine-in,Wallet,July,Sunday,13,Medium Discount,132174
Dine-in,Cash,July,Sunday,12,No Discount,132404
Dine-in,Cash,July,Sunday,20,No Discount,132706
Delivery,Credit Card,July,Sunday,17,Medium Discount,133246
Takeaway,Debit Card,July,Sunday,14,No Discount,133328
Takeaway,UPI,July,Sunday,12,High Discount,133419
Delivery,UPI,July,Sunday,13,Low Discount,133765
Delivery,UPI,July,Sunday,21,No Discount,133994
Takeaway,Debit Card,July,Sunday,11,Medium Discount,134157
Takeaway,Credit Card,July,Sunday,12,No Discount,134305
Dine-in,Debit Card,July,Sunday,22,No Discount,134352
Takeaway,UPI,July,Sunday,18,Low Discount,134680
Delivery,Cash,July,Sunday,17,No Discount,134816
Delivery,Cash,July,Sunday,21,High Discount,134847
Dine-in,Cash,July,Sunday,11,Low Discount,135350
Dine-in,Wallet,July,Sunday,11,Low Discount,136334
Dine-in,Debit Card,July,Sunday,19,No Discount,138007
Dine-in,Credit Card,July,Sunday,13,Low Discount,138102
Takeaway,Cash,July,Sunday,12,High Discount,139157
Dine-in,Wallet,July,Sunday,10,No Discount,139170
Takeaway,Wallet,July,Sunday,13,High Discount,139370
Dine-in,Cash,July,Sunday,16,No Discount,139837
Takeaway,Cash,July,Sunday,13,Low Discount,140054
Dine-in,Debit Card,July,Sunday,20,Medium Discount,140143
Takeaway,Credit Card,July,Sunday,16,Medium Discount,140445
Delivery,Wallet,July,Sunday,12,Low Discount,140564
Takeaway,Cash,July,Sunday,18,Medium Discount,141189
Dine-in,Credit Card,July,Sunday,15,High Discount,141327
Takeaway,Debit Card,July,Sunday,18,Medium Discount,141944
Takeaway,Credit Card,July,Sunday,14,High Discount,142012
Dine-in,UPI,July,Sunday,13,High Discount,142220
Dine-in,Wallet,July,Sunday,14,No Discount,142310
Dine-in,UPI,July,Sunday,13,High Discount,142331
Takeaway,Wallet,July,Sunday,10,High Discount,142801
Takeaway,UPI,July,Sunday,21,No Discount,143054
Delivery,Cash,July,Sunday,18,Low Discount,143840
Dine-in,Debit Card,July,Sunday,22,High Discount,144271
Dine-in,Wallet,July,Sunday,17,No Discount,145002
Delivery,UPI,July,Sunday,19,No Discount,145095
Dine-in,Debit Card,July,Sunday,11,No Discount,145893
Takeaway,Cash,July,Sunday,22,No Discount,145896
Takeaway,UPI,July,Sunday,17,High Discount,146981
Takeaway,Cash,July,Sunday,20,Low Discount,147471
Delivery,Credit Card,July,Sunday,12,High Discount,148280
Takeaway,UPI,August,Wednesday,17,No Discount,100147
Dine-in,Wallet,August,Wednesday,11,No Discount,100185
Dine-in,UPI,August,Wednesday,17,No Discount,100774
Takeaway,Debit Card,August,Wednesday,22,High Discount,101148
Dine-in,Credit Card,August,Wednesday,16,Low Discount,101428
Delivery,UPI,August,Wednesday,10,No Discount,101505
Delivery,Debit Card,August,Wednesday,11,High Discount,101669
Delivery,Wallet,August,Wednesday,19,No Discount,102218
Delivery,Cash,August,Wednesday,19,Low Discount,102360
Delivery,Wallet,August,Wednesday,12,High Discount,103555
Delivery,UPI,August,Wednesday,15,Low Discount,103792
Takeaway,Cash,August,Wednesday,21,No Discount,104008
Delivery,Wallet,August,Wednesday,14,No Discount,104013
Dine-in,Wallet,August,Wednesday,18,Low Discount,105290
Delivery,Debit Card,August,Wednesday,12,High Discount,105470
Dine-in,Cash,August,Wednesday,10,No Discount,105629
Delivery,Credit Card,August,Wednesday,21,No Discount,105982
Takeaway,Wallet,August,Wednesday,12,Low Discount,106373
Delivery,Wallet,August,Wednesday,20,No Discount,106491
Takeaway,Credit Card,August,Wednesday,21,High Discount,106848
Dine-in,Credit Card,August,Wednesday,11,Low Discount,107195
Delivery,Cash,August,Wednesday,21,Medium Discount,107209
Delivery,Debit Card,August,Wednesday,15,No Discount,107257
Delivery,Cash,August,Wednesday,21,No Discount,107359
Takeaway,UPI,August,Wednesday,11,High Discount,107549
Takeaway,Cash,August,Wednesday,19,High Discount,107836
Takeaway,Wallet,August,Wednesday,11,No Discount,108085
Dine-in,Wallet,August,Wednesday,11,High Discount,108550
Dine-in,Credit Card,August,Wednesday,18,Low Discount,109007
Takeaway,Cash,August,Wednesday,12,High Discount,109116
Delivery,Wallet,August,Wednesday,15,Low Discount,109125
Dine-in,Debit Card,August,Wednesday,14,No Discount,109346
Dine-in,Cash,August,Wednesday,15,High Discount,109825
Dine-in,Credit Card,August,Wednesday,15,Low Discount,110546
Dine-in,UPI,August,Wednesday,10,Medium Discount,110695
Delivery,Cash,August,Wednesday,11,Low Discount,110865
Takeaway,Wallet,August,Wednesday,15,Low Discount,111860
Delivery,Debit Card,August,Wednesday,20,Low Discount,112207
Delivery,Cash,August,Wednesday,15,High Discount,112462
Dine-in,UPI,August,Wednesday,21,No Discount,112677
Takeaway,Debit Card,August,Wednesday,14,Medium Discount,113192
Dine-in,Wallet,August,Wednesday,17,Low Discount,113250
Dine-in,Wallet,August,Wednesday,17,No Discount,113400
Delivery,UPI,August,Wednesday,17,Low Discount,113433
Delivery,Credit Card,August,Wednesday,14,Low Discount,113718
Takeaway,UPI,August,Wednesday,13,No Discount,113957
Delivery,UPI,August,Wednesday,11,High Discount,115293
Dine-in,Wallet,August,Wednesday,13,Medium Discount,116034
Delivery,Debit Card,August,Wednesday,14,No Discount,116726
Dine-in,Credit Card,August,Wednesday,11,No Discount,117829
Takeaway,Cash,August,Wednesday,13,No Discount,117845
Delivery,Cash,August,Wednesday,11,No Discount,118997
Delivery,UPI,August,Wednesday,20,Medium Discount,119302
Dine-in,Debit Card,August,Wednesday,14,No Discount,119356
Takeaway,Wallet,August,Wednesday,21,Medium Discount,120012
Takeaway,Credit Card,August,Wednesday,16,No Discount,120504
Delivery,UPI,August,Wednesday,13,No Discount,120905
Takeaway,Debit Card,August,Wednesday,16,No Discount,120975
Takeaway,Credit Card,August,Wednesday,21,No Discount,121501
Takeaway,Credit Card,August,Wednesday,12,High Discount,121788
Delivery,Debit Card,August,Wednesday,20,High Discount,122834
Dine-in,Debit Card,August,Wednesday,13,No Discount,123222
Dine-in,UPI,August,Wednesday,10,No Discount,123525
Delivery,Cash,August,Wednesday,12,No Discount,123772
Takeaway,Credit Card,August,Wednesday,22,Medium Discount,123798
Takeaway,Wallet,August,Wednesday,13,High Discount,124466
Dine-in,Credit Card,August,Wednesday,10,No Discount,124882
Delivery,Wallet,August,Wednesday,20,Medium Discount,124898
Dine-in,Debit Card,August,Wednesday,15,Medium Discount,124980
Takeaway,Cash,August,Wednesday,18,High Discount,126014
Takeaway,Debit Card,August,Wednesday,22,Medium Discount,126052
Takeaway,Cash,August,Wednesday,22,No Discount,126138
Delivery,Cash,August,Wednesday,21,No Discount,127471
Delivery,Credit Card,August,Wednesday,10,No Discount,128236
Delivery,Credit Card,August,Wednesday,21,High Discount,128481
Dine-in,Credit Card,August,Wednesday,21,No Discount,128701
Dine-in,Credit Card,August,Wednesday,21,No Discount,129677
Takeaway,Debit Card,August,Wednesday,12,No Discount,129830
Dine-in,Cash,August,Wednesday,22,Medium Discount,130198
Takeaway,Debit Card,August,Wednesday,16,No Discount,130631
Takeaway,UPI,August,Wednesday,20,No Discount,130709
Takeaway,Credit Card,August,Wednesday,11,Medium Discount,130883
Takeaway,Wallet,August,Wednesday,12,No Discount,130891
Takeaway,Debit Card,August,Wednesday,15,No Discount,131606
Dine-in,Credit Card,August,Wednesday,11,Medium Discount,131618
Takeaway,Wallet,August,Wednesday,16,No Discount,132052
Dine-in,Wallet,August,Wednesday,11,High Discount,132246
Delivery,Wallet,August,Wednesday,17,Low Discount,133541
Takeaway,Debit Card,August,Wednesday,11,High Discount,133650
Dine-in,UPI,August,Wednesday,20,No Discount,134041
Delivery,UPI,August,Wednesday,18,No Discount,134463
Delivery,Debit Card,August,Wednesday,21,Low Discount,134763
Takeaway,Cash,August,Wednesday,15,No Discount,134872
Dine-in,UPI,August,Wednesday,12,Low Discount,134990
Delivery,Wallet,August,Wednesday,18,High Discount,135166
Dine-in,Debit Card,August,Wednesday,11,No Discount,135281
Takeaway,Wallet,August,Wednesday,17,Low Discount,135362
Dine-in,Wallet,August,Wednesday,19,Medium Discount,135469
Takeaway,Credit Card,August,Wednesday,11,High Discount,135657
Delivery,Cash,August,Wednesday,17,No Discount,136076
Dine-in,Credit Card,August,Wednesday,15,No Discount,136217
Delivery,Cash,August,Wednesday,11,No Discount,136773
Dine-in,UPI,August,Wednesday,22,No Discount,137052
Delivery,Debit Card,August,Wednesday,18,High Discount,137613
Takeaway,Wallet,August,Wednesday,18,Medium Discount,137959
Takeaway,Cash,August,Wednesday,16,No Discount,138363
Delivery,Credit Card,August,Wednesday,16,No Discount,138858
Delivery,Cash,August,Wednesday,16,No Discount,139185
Takeaway,Credit Card,August,Wednesday,16,No Discount,139208
Dine-in,Credit Card,August,Wednesday,18,No Discount,139209
Takeaway,Wallet,August,Wednesday,14,No Discount,139604
Dine-in,Cash,August,Wednesday,15,No Discount,139719
Takeaway,Credit Card,August,Wednesday,11,No Discount,139945
Delivery,Wallet,August,Wednesday,15,Medium Discount,139950
Takeaway,Credit Card,August,Wednesday,12,No Discount,141052
Takeaway,Wallet,August,Wednesday,17,High Discount,141106
Takeaway,UPI,August,Wednesday,21,No Discount,141310
Delivery,UPI,August,Wednesday,13,Medium Discount,141355
Takeaway,Debit Card,August,Wednesday,20,No Discount,141762
Dine-in,Debit Card,August,Wednesday,11,No Discount,141768
Dine-in,Wallet,August,Wednesday,21,No Discount,142083
Delivery,Credit Card,August,Wednesday,16,Medium Discount,142467
Delivery,Cash,August,Wednesday,14,Low Discount,142489
Dine-in,Cash,August,Wednesday,11,High Discount,142523
Dine-in,Debit Card,August,Wednesday,13,No Discount,143261
Takeaway,Credit Card,August,Wednesday,17,Medium Discount,143415
Takeaway,UPI,August,Wednesday,14,No Discount,143795
Takeaway,Credit Card,August,Wednesday,20,High Discount,144132
Delivery,Credit Card,August,Wednesday,13,High Discount,144220
Delivery,Cash,August,Wednesday,20,High Discount,144273
Takeaway,Cash,August,Wednesday,12,Low Discount,144689
Takeaway,Wallet,August,Wednesday,10,Low Discount,145094
Takeaway,Wallet,August,Wednesday,17,Medium Discount,145742
Delivery,Wallet,August,Wednesday,10,No Discount,146141
Takeaway,Wallet,August,Wednesday,11,No Discount,146272
Dine-in,Cash,August,Wednesday,10,No Discount,146468
Takeaway,Cash,August,Wednesday,15,No Discount,146522
Takeaway,Cash,August,Wednesday,20,Low Discount,146656
Delivery,Debit Card,August,Wednesday,11,No Discount,147374
Takeaway,Wallet,August,Wednesday,14,High Discount,147561
Takeaway,Credit Card,August,Wednesday,11,No Discount,147613
Dine-in,UPI,August,Wednesday,11,High Discount,148110
Delivery,Debit Card,August,Wednesday,12,High Discount,148254
Dine-in,Debit Card,August,Wednesday,12,No Discount,149017
Takeaway,Wallet,August,Wednesday,18,No Discount,149243
Delivery,UPI,August,Wednesday,18,No Discount,149447
Dine-in,Debit Card,August,Wednesday,10,No Discount,149450
Dine-in,Wallet,September,Saturday,14,No Discount,100373
Delivery,Credit Card,September,Saturday,12,High Discount,101054
Delivery,Credit Card,September,Saturday,18,High Discount,101104
Delivery,Credit Card,September,Saturday,19,Medium Discount,101455
Takeaway,Cash,September,Saturday,14,No Discount,101478
Takeaway,Cash,September,Saturday,13,No Discount,101817
Dine-in,UPI,September,Saturday,10,Low Discount,101887
Delivery,Credit Card,September,Saturday,13,High Discount,102509
Takeaway,Debit Card,September,Saturday,17,No Discount,102560
Dine-in,Cash,September,Saturday,21,High Discount,102829
Takeaway,Credit Card,September,Saturday,20,No Discount,103283
Takeaway,Cash,September,Saturday,18,No Discount,103461
Delivery,Credit Card,September,Saturday,12,Low Discount,103994
Delivery,Wallet,September,Saturday,12,Medium Discount,104370
Takeaway,Debit Card,September,Saturday,15,Low Discount,106279
Dine-in,Credit Card,September,Saturday,11,No Discount,106764
Dine-in,Cash,September,Saturday,12,High Discount,107743
Dine-in,Debit Card,September,Saturday,10,No Discount,107818
Delivery,Wallet,September,Saturday,21,Low Discount,108170
Takeaway,Wallet,September,Saturday,20,No Discount,108481
Delivery,Debit Card,September,Saturday,18,No Discount,109048
Dine-in,Credit Card,September,Saturday,10,Low Discount,109153
Takeaway,Wallet,September,Saturday,20,High Discount,109235
Dine-in,Debit Card,September,Saturday,20,No Discount,109453
Dine-in,Cash,September,Saturday,10,No Discount,109802
Dine-in,UPI,September,Saturday,15,No Discount,110799
Dine-in,Debit Card,September,Saturday,16,No Discount,111287
Delivery,Credit Card,September,Saturday,21,No Discount,111369
Takeaway,Debit Card,September,Saturday,15,Medium Discount,111607
Dine-in,Credit Card,September,Saturday,20,Medium Discount,111786
Dine-in,Credit Card,September,Saturday,18,No Discount,112216
Delivery,Credit Card,September,Saturday,14,Low Discount,113002
Delivery,Debit Card,September,Saturday,21,Low Discount,113127
Delivery,Credit Card,September,Saturday,14,No Discount,113733
Takeaway,Cash,September,Saturday,17,No Discount,113835
Takeaway,Cash,September,Saturday,22,No Discount,114174
Dine-in,Cash,September,Saturday,17,No Discount,114942
Dine-in,Debit Card,September,Saturday,21,No Discount,115114
Dine-in,Debit Card,September,Saturday,20,No Discount,115307
Takeaway,Debit Card,September,Saturday,19,Medium Discount,115439
Delivery,Cash,September,Saturday,17,Low Discount,116429
Delivery,Credit Card,September,Saturday,12,High Discount,116629
Dine-in,Credit Card,September,Saturday,19,No Discount,116945
Takeaway,Wallet,September,Saturday,20,Low Discount,117037
Delivery,Wallet,September,Saturday,22,No Discount,117309
Delivery,Cash,September,Saturday,17,High Discount,117458
Dine-in,UPI,September,Saturday,17,Medium Discount,117857
Takeaway,Cash,September,Saturday,14,No Discount,118228
Delivery,Credit Card,September,Saturday,21,High Discount,118845
Delivery,Cash,September,Saturday,21,No Discount,118915
Takeaway,UPI,September,Saturday,15,No Discount,118953
Dine-in,Credit Card,September,Saturday,11,High Discount,119198
Delivery,Debit Card,September,Saturday,15,No Discount,119928
Takeaway,Cash,September,Saturday,16,Low Discount,120237
Delivery,Wallet,September,Saturday,13,No Discount,120468
Takeaway,UPI,September,Saturday,14,Medium Discount,120521
Takeaway,Cash,September,Saturday,21,No Discount,120678
Dine-in,Debit Card,September,Saturday,17,Medium Discount,121606
Takeaway,Credit Card,September,Saturday,22,Medium Discount,121889
Delivery,Credit Card,September,Saturday,10,No Discount,121983
Delivery,Cash,September,Saturday,15,Low Discount,122064
Dine-in,UPI,September,Saturday,12,Medium Discount,122845
Dine-in,Credit Card,September,Saturday,14,High Discount,122881
Dine-in,UPI,September,Saturday,22,Low Discount,123036
Delivery,Credit Card,September,Saturday,12,Low Discount,123193
Takeaway,UPI,September,Saturday,19,No Discount,123307
Takeaway,Credit Card,September,Saturday,20,High Discount,124142
Delivery,Credit Card,September,Saturday,16,No Discount,124226
Takeaway,Cash,September,Saturday,20,Medium Discount,124446
Dine-in,UPI,September,Saturday,15,Medium Discount,124870
Takeaway,Credit Card,September,Saturday,12,Medium Discount,125070
Delivery,Credit Card,September,Saturday,11,Low Discount,125175
Dine-in,Wallet,September,Saturday,13,High Discount,125273
Delivery,Debit Card,September,Saturday,12,No Discount,125652
Takeaway,Wallet,September,Saturday,12,Medium Discount,126191
Delivery,UPI,September,Saturday,22,Low Discount,126681
Takeaway,Debit Card,September,Saturday,17,No Discount,127188
Takeaway,UPI,September,Saturday,17,No Discount,127673
Dine-in,Credit Card,September,Saturday,22,No Discount,128162
Delivery,Wallet,September,Saturday,14,High Discount,128192
Takeaway,Credit Card,September,Saturday,16,High Discount,128279
Takeaway,Cash,September,Saturday,15,Medium Discount,128422
Delivery,Debit Card,September,Saturday,21,No Discount,128788
Takeaway,Debit Card,September,Saturday,19,Low Discount,128858
Takeaway,Wallet,September,Saturday,10,No Discount,129162
Takeaway,Debit Card,September,Saturday,20,No Discount,129946
Dine-in,Cash,September,Saturday,12,No Discount,130199
Delivery,Wallet,September,Saturday,13,No Discount,130658
Delivery,Wallet,September,Saturday,19,No Discount,130749
Takeaway,Credit Card,September,Saturday,16,Low Discount,131436
Delivery,Cash,September,Saturday,10,No Discount,132305
Takeaway,Debit Card,September,Saturday,20,Medium Discount,132403
Dine-in,UPI,September,Saturday,11,No Discount,132513
Delivery,Wallet,September,Saturday,17,No Discount,132893
Dine-in,Cash,September,Saturday,22,Low Discount,133266
Delivery,Wallet,September,Saturday,19,No Discount,135185
Delivery,Debit Card,September,Saturday,14,No Discount,135591
Delivery,Cash,September,Saturday,22,Medium Discount,135612
Dine-in,Credit Card,September,Saturday,11,No Discount,136802
Takeaway,UPI,September,Saturday,16,Medium Discount,137390
Delivery,UPI,September,Saturday,14,Low Discount,138189
Delivery,Credit Card,September,Saturday,10,No Discount,138710
Takeaway,UPI,September,Saturday,12,Low Discount,138856
Dine-in,Credit Card,September,Saturday,14,Medium Discount,138985
Dine-in,Debit Card,September,Saturday,11,High Discount,139360
Dine-in,Cash,September,Saturday,12,High Discount,139921
Delivery,UPI,September,Saturday,22,High Discount,140053
Delivery,UPI,September,Saturday,17,No Discount,140171
Takeaway,Wallet,September,Saturday,14,Medium Discount,140289
Takeaway,UPI,September,Saturday,22,High Discount,140405
Dine-in,Credit Card,September,Saturday,10,Medium Discount,140826
Takeaway,Wallet,September,Saturday,14,No Discount,141357
Delivery,Credit Card,September,Saturday,13,Low Discount,141880
Dine-in,UPI,September,Saturday,13,No Discount,142056
Delivery,Wallet,September,Saturday,14,Low Discount,142428
Dine-in,UPI,September,Saturday,14,Low Discount,143762
Delivery,Credit Card,September,Saturday,11,Medium Discount,144659
Delivery,Cash,September,Saturday,11,High Discount,144662
Dine-in,Cash,September,Saturday,21,No Discount,145398
Delivery,UPI,September,Saturday,21,High Discount,145582
Delivery,Debit Card,September,Saturday,20,Low Discount,145655
Takeaway,UPI,September,Saturday,16,No Discount,145805
Takeaway,Cash,September,Saturday,11,High Discount,146752
Takeaway,Credit Card,September,Saturday,20,High Discount,146768
Takeaway,Credit Card,September,Saturday,14,No Discount,147442
Takeaway,UPI,September,Saturday,13,Low Discount,147517
Dine-in,Debit Card,September,Saturday,17,Medium Discount,147621
Takeaway,Cash,September,Saturday,20,No Discount,148187
Takeaway,Cash,September,Saturday,15,No Discount,148220
Dine-in,Debit Card,September,Saturday,13,No Discount,148472
Takeaway,UPI,September,Saturday,17,No Discount,148485
Dine-in,Credit Card,September,Saturday,15,No Discount,149324
Delivery,Debit Card,September,Saturday,13,High Discount,149973
Dine-in,Credit Card,October,Monday,19,No Discount,100208
Delivery,UPI,October,Monday,19,Low Discount,100989
Dine-in,UPI,October,Monday,16,Low Discount,101082
Delivery,Cash,October,Monday,20,Low Discount,101545
Delivery,Credit Card,October,Monday,20,Medium Discount,102051
Delivery,UPI,October,Monday,20,No Discount,102292
Dine-in,UPI,October,Monday,12,No Discount,102299
Takeaway,UPI,October,Monday,21,No Discount,102472
Delivery,Credit Card,October,Monday,17,Low Discount,102477
Delivery,Cash,October,Monday,22,No Discount,102553
Dine-in,Wallet,October,Monday,12,No Discount,102923
Delivery,Debit Card,October,Monday,19,No Discount,102977
Dine-in,Wallet,October,Monday,10,Low Discount,102997
Dine-in,Wallet,October,Monday,16,No Discount,103284
Takeaway,UPI,October,Monday,10,No Discount,103615
Takeaway,Wallet,October,Monday,20,High Discount,104091
Takeaway,UPI,October,Monday,15,Medium Discount,104977
Delivery,Wallet,October,Monday,13,High Discount,105006
Dine-in,UPI,October,Monday,16,No Discount,105244
Dine-in,Cash,October,Monday,18,High Discount,105880
Dine-in,UPI,October,Monday,16,No Discount,106030
Dine-in,Wallet,October,Monday,15,No Discount,106096
Dine-in,UPI,October,Monday,21,High Discount,106098
Delivery,Debit Card,October,Monday,22,Medium Discount,106629
Delivery,UPI,October,Monday,19,No Discount,107630
Delivery,Debit Card,October,Monday,13,Medium Discount,109878
Takeaway,UPI,October,Monday,13,Low Discount,109970
Delivery,Wallet,October,Monday,10,No Discount,110302
Dine-in,Credit Card,October,Monday,22,No Discount,110408
Dine-in,Credit Card,October,Monday,19,No Discount,110460
Delivery,Credit Card,October,Monday,13,High Discount,110631
Takeaway,Credit Card,October,Monday,16,Medium Discount,111281
Takeaway,Cash,October,Monday,16,No Discount,111285
Dine-in,UPI,October,Monday,20,No Discount,111477
Dine-in,Cash,October,Monday,13,No Discount,111813
Dine-in,Debit Card,October,Monday,19,No Discount,112627
Takeaway,Wallet,October,Monday,13,Low Discount,113277
Dine-in,Cash,October,Monday,15,No Discount,113505
Delivery,Wallet,October,Monday,14,Medium Discount,113517
Takeaway,Credit Card,October,Monday,17,No Discount,113555
Takeaway,Cash,October,Monday,19,No Discount,113829
Delivery,Debit Card,October,Monday,16,No Discount,114443
Dine-in,UPI,October,Monday,21,Medium Discount,114757
Dine-in,Wallet,October,Monday,17,High Discount,115055
Takeaway,Credit Card,October,Monday,18,Low Discount,115061
Dine-in,Wallet,October,Monday,21,Low Discount,115211
Delivery,Credit Card,October,Monday,17,No Discount,115227
Delivery,Cash,October,Monday,21,High Discount,115681
Delivery,UPI,October,Monday,22,No Discount,116354
Delivery,Debit Card,October,Monday,22,No Discount,116807
Takeaway,UPI,October,Monday,20,No Discount,117031
Dine-in,Credit Card,October,Monday,11,No Discount,117261
Takeaway,Credit Card,October,Monday,19,High Discount,118133
Takeaway,Cash,October,Monday,13,Low Discount,118391
Delivery,Credit Card,October,Monday,11,No Discount,118520
Dine-in,Credit Card,October,Monday,22,High Discount,118532
Takeaway,Cash,October,Monday,19,High Discount,118585
Takeaway,UPI,October,Monday,15,High Discount,119115
Dine-in,Cash,October,Monday,10,No Discount,120085
Dine-in,Cash,October,Monday,12,Low Discount,120903
Dine-in,Wallet,October,Monday,22,Low Discount,121333
Dine-in,Debit Card,October,Monday,16,No Discount,121428
Delivery,Credit Card,October,Monday,13,No Discount,121521
Delivery,UPI,October,Monday,19,No Discount,121564
Delivery,Debit Card,October,Monday,21,High Discount,121952
